,Sentence,Label,Score
180,"He also said hello to Harris, adding, “I want to say to the team: Embrace her, she’s the best,” prompting cheers in the room.",POS,0.9869924783706665
181,Officials said the outbreak of Listeria monocytogenes is linked to meat sliced at deli counters.,NEG,0.8450138568878174
182,"The stock market has suddenly turned upside down. Few investors saw the shift coming, and many are puzzled by what is behind it.",NEG,0.958122730255127
183,"""She's totally on top of the issues. Kalama has advocated for the issues for the city and she's a good friend,"" Duggan said.",POS,0.9797786474227905
184,"Visa's third-quarter revenue growth fell short of Wall Street expectations as steep borrowing costs limited consumer spending, sending shares of the world's largest payments processor down 2.1% in extended trading.",NEG,0.936427116394043
185,"“The threat of repeating the past is so great,” Johnson said. “There are some who would prefer to criticize Israel and lecture them on their military tactics…than punish the terrorists who perpetrated these horrific crimes.”",NEG,0.8987377882003784
186,"Even if you have no professional use for AI, don't worry -- the process is so fun that anyone can (and should) try it out.",POS,0.9889410138130188
187,"Not long after posting that note on social media, he endorsed his Vice President Kamala Harris in his stead.",POS,0.5310115814208984
188,"The reality confronting us is that of a sullen and resentful Russia, convinced that history, morality and even divinity is on its side in a de facto existential war with the West.",NEG,0.7676776051521301
189,Former President Donald Trump said in a new interview with Fox News that the wound on his ear from the Pennsylvania assassination attempt was “getting much better” and that he was now “down to the small bandages.”,POS,0.570957601070404
190,The Kentucky governor secured his reputation as a rising party star by beating Donald Trump-endorsed candidates in a Republican stronghold.,POS,0.9068071246147156
191,"If your flight is canceled or significantly delayed and you don’t want to be rebooked and you instead want a refund, you can go to delta.com/refund to apply for a refund.",NEG,0.5602489113807678
192,Cities with larger concentrations of psychologists and psychiatrists make it easier to find a mental health professional you like and get on their schedule in a timely manner.,POS,0.5747376084327698
193,"The Food and Drug Administration also gets a bounce of nearly $500 million in the new budget to $7.2 billion, with an aim of enhancing food safety and nutrition, advancing medical product safety and helping to ""support supply chain resiliency,"" according to FDA Commissioner Robert Califf.",POS,0.6713769435882568
194,"Analysts at BMO Capital Markets also highlighted CRTO as the net beneficiary, adding that The Trade Desk (NASDAQ:TTD) also appears well-positioned with no deprecation.",POS,0.942937970161438
195,The two deaths occurred in Illinois and New Jersey.,NEG,0.5422654747962952
196,That's why it's hard to find Ukrainians these days who speak well of any Russians.,NEG,0.7715450525283813
197,Golos said the March 15-17 election was “characterized by unprecedented levels of violence and emotional tension.” ,NEG,0.9669502973556519
198,"Yes. Biden endorsed Harris for the presidential position in the November election after stepping down Sunday. According to a post from Harris on X, she hopes ""to unite the Democratic Party--and unite our nation--to defeat Donald Trump and his extreme Project 2025 agenda.""",POS,0.7757176756858826
199,"Also in New Jersey, Herb Conaway, the Democratic nominee for Congress in the state's Third Congressional District, issued a statement on President Biden’s decision to pass the torch to a new generation of leaders.",POS,0.6204817891120911
200,"Want to read more stories like this? POLITICO Weekend delivers gripping reads, smart analysis and a bit of high-minded fun every Friday. Sign up for the newsletter.",POS,0.9753340482711792
201,Fraudulent votes amounted to at least 31.6 million — or nearly half of all ballots cast for Vladimir Putin — according to estimates by Novaya Gazeta Europe. ,NEG,0.9493590593338013
202,"Germany also sharply criticized the vote. “Russia, as the chancellor has already said, is now a dictatorship and is ruled by Vladimir Putin in an authoritarian manner,” said Chancellor Olaf Scholz's spokeswoman, Christina Hoffmann.",NEG,0.8856727480888367
203,Microsoft Just Shared 1 Big Tip for Managing AI at Your Business,POS,0.7108495831489563
204,"Access unmatched financial data, news and content in a highly-customised workflow experience on desktop, web and mobile.",POS,0.7845087647438049
205,"New Jersey has had two people hospitalized because of a listeria infection and New York has seen seven people hospitalized, the most of any state.",NEG,0.891929566860199
206,Tap into the ideas shaping and driving the U.S. innovation economy,POS,0.7234946489334106
207,"""The best path forward for the Democratic Party is to quickly unite behind Vice President Harris and refocus on winning the presidency,"" Shapiro said. ""The contrast in this race could not be clearer and the road to victory in November runs right through Pennsylvania — where this collective work began.""",POS,0.8417081236839294
208,"Kyle Vogt cofounded Twitch and Cruise, two companies that achieved billion-dollar exits in sales to Amazon and General Motors, respectively.",POS,0.5399852395057678
209,"Published since September 1843 to take part in “a severe contest between intelligence, which presses forward, and an unworthy, timid ignorance obstructing our progress.”",NEG,0.497959703207016
210,"Russian autocrat Vladimir Putin late on Sunday unsurprisingly claimed victory in what Russia said was an election for its presidency, solidifying his rule throughout the remainder of this decade and into the 2030s.",POS,0.6499297618865967
211,"In spite of maintaining stealth until now, Mytra has already drummed up interest with big names. The startup has a pilot with grocery giant Albertsons, among others.",POS,0.8176997900009155
212,Remember the SPAC Craze? More Than a Third of Them Have Liquidated Since 2020,NEG,0.639477550983429
213,"NATO Secretary-General Jens Stoltenberg said Russia's presidential election was ""not free nor fair"" and only confirms that Russia is ""an authoritarian society.""",NEG,0.9354650378227234
214,"Even so, it's obvious that ChatGPT 4 is smarter than the other AI chatbots. Its answers are more thoughtful, and it can synthesize complex bits of information to produce useful sentences, even if it takes a bit of time to process. It's also less prone to hallucinate. ",POS,0.9663125872612
215,"Apple Moves Forward With Foldable iPhone
Save 25% and learn more",POS,0.8837553858757019
216,"While I found the best overall AI image generator is Image Creator from Microsoft Designer, due to its free-of-charge, high-quality results, other AI image generators perform better for specific needs. For the full roundup of the best AI image generators, keep reading. ",POS,0.9777590036392212
217,"In a study last month, the World Health Organization warned that since 2010 a growing number of adults aren't getting enough exercise. A lack of physical activity puts people at risk of heart attacks and strokes, Type 2 diabetes, dementia and certain cancers.",NEG,0.9419145584106445
218,"“We’ve been thrown into an emotional tailspin,” is how Levin described President Joe Biden’s abrupt departure from the 2024 campaign this weekend and his quick endorsement of Vice President Kamala Harris. “What next? An enormous feeling of relief along with an enormous feeling of anxiety.”",NEG,0.6265720725059509
219,"Location is only one part of healthy living. Ultimately, it’s individual behaviors executed on a daily basis that have the most impact on getting and staying healthy. The best part is that you don’t have to do it alone. ",POS,0.9672005772590637
220,"Biden aides and Democratic allies welcomed the split screen, even with the potential that it could blot out coverage of the president’s speech.",POS,0.7271389961242676
221,"After much back and forth, Google has decided to keep third-party cookies in its Chrome browser. Turns out all the fuss over the years wasn’t in vain after all; the ad industry’s cries have finally been heard.",POS,0.554951548576355
222,"""His attacks on academic freedom, intentionally depicting protests in a negative light, failure to care for and listen to Palestinian Pennsylvanians whose families are being massacred day in and out by Israeli government, and his behind-the-scenes antagonization of community organizations cannot be ignored and easily forgiven,"" it continued.",NEG,0.9746999740600586
223,Delta executives previously said remedying this issue would take days.,NEG,0.6284311413764954
224,McGowan said she founded the company due to the rapid rise in cyber attacks these past years and the increased fears people have about cybersecurity.,NEG,0.5685415863990784
225,"These symbolic demonstrations will not impact the final result, and, in many ways, they show how weakened the Russian opposition has become under Putin’s iron-fisted rule. But they follow a storied tradition of civil disobedience across the world in the face of unjust voting processes.",NEG,0.583371639251709
226,"“People think exercise means working out and working out means ‘I have to go somewhere and do something…and I have to go at it hard,’” Volpe says. “The best type of activity is the one that they can do and the one that they will do.”",POS,0.5545036792755127
227,"Listeria can spread through cross contamination on deli equipment, kitchen surfaces, foods and human contact. The bacteria can survive cold temperatures like this in fridges.",NEG,0.61949622631073
228,"— The Chandra X-ray spacecraft may soon go dark, threatening a great deal of astronomy",NEG,0.9350584149360657
229,"Cookies were originally supposed to go away in 2022, but Google would delay those plans three times, with the most recent postponement happening in April.",NEG,0.8467580676078796
230,"""When we protest, protest peacefully and make our voices heard,"" Biden said. ""I understand that's America. But there is no place on any campus in America for anti-Semitism or hate speech, or threats of violence of any kind, whether against Jews or anyone else.""",NEG,0.619829535484314
231,"Scientists have written over 10,000 peer-reviewed and accepted papers based on Chandra data, gathering almost half a million citations, making it one of the most productive NASA missions in astrophysics.",POS,0.9845229387283325
232,Ukraine launched a massive new wave of drone attacks on March 17 that reportedly killed two people as Russians cast ballots on the final day of a presidential vote set to extend President Vladimir Putin's rule for another six years.,NEG,0.9683067798614502
233,"Again, public confidence in Biden plummeted. And the news only got worse for the 81-year-old president when he tested positive to Covid-19 on Wednesday.",NEG,0.9783456921577454
234,"GSA’s budget statement said the ultimate winning candidate will get full access to the funds, including if that means getting reimbursed for expenses incurred during the transition up to the appropriated limit.",POS,0.631962776184082
235,"This response won’t be the slightly monotone of other assistants or the faux inflections of the previous generation of ChatGPT Voice — it is a natural-sounding voice with laughter, emotion and inflections that react in real-time to your conversation.",POS,0.6749908328056335
236,"GPT-4o will have GPT-4's intelligence, but it'll be faster and more responsive in daily use. Plus, you'll be able to provide it with or ask it to generate any combination of text, image, and audio.",POS,0.9303481578826904
237,"Symptoms commonly occur within two weeks of eating listeria-contaminated food but might occur within a day or be delayed as long as 10 weeks, according to the CDC.",NEG,0.6487466096878052
238,"In the political arena, Shapiro’s tenure as Attorney General was marked by his efforts to tackle the opioid crisis, protect consumers, and uphold civil rights. ",POS,0.856988787651062
239,"Some of the products involved in past listeria outbreaks cannot be reheated, of course: Over the decades, listeria has provoked voluntary or mandated recalls of cheeses, bean dips, milk, mushrooms, packaged salads, and ice cream.",NEG,0.9454105496406555
240,"Beshear, 46, was elected governor in 2019 and recently won reelection in November in a five-point victory, a significant win for Democrats in a deeply red state. Beshear was also elected the state’s attorney general in 2015.",POS,0.8383867144584656
241,"“Obviously, it’s going to be a compressed period of time and Gov. Shapiro has an amazing record that’s worthy of consideration,” Bradford continued, “but again, today is about President Biden and his decades of service to our country.”",POS,0.9660574197769165
242,"The Movement for an Open Web, an ad industry group that filed the CMA complaint to block the Privacy Sandbox tech rollout, issued a statement saying the change “is a clear admission by Google that their plan to enclose the Open Web has failed.”",NEG,0.8597671389579773
243,"Former President Bill Clinton and former Democratic presidential nominee Hillary Clinton, in a joint statement, said that they were “honored” to join the President in endorsing Vice President Harris and will do whatever we can to support her.”",POS,0.9677694439888
244,CNBC was not able to independently verify the reports.,NEG,0.8146087527275085
245,Some people told the AP that they were happy to vote for Putin — unsurprising in a country where state TV airs a drumbeat of praise for the Russian leader and voicing any other opinion is risky.,NEG,0.778580367565155
246,"The index also cited the role of mental health in a community's overall health. Nearly 45% of people nationwide reported they were in poor mental health during the previous month. While more were suffering mentally, nearly 38% of respondents said they were in poor physical health.",NEG,0.4976864755153656
247,"Also: ChatGPT no longer requires a login, but you might want one anyway. Here's why",POS,0.7037190198898315
248,"President Vladimir Putin has extended his reign over Russia in a landslide election whose outcome was never in doubt, declaring his determination to advance deeper into Ukraine and dangling new threats against the West",POS,0.5398865938186646
249,"😎 Situational awareness: EssilorLuxottica seems to be pursing a business model perfected by Apple, Axios Markets' Felix Salmon writes.",POS,0.6619920134544373
250,Jail would be a fraught outcome that few seem to truly desire — and might never happen for a host of reasons — but it’s time to ask whether the American people are prepared for a former president behind bars.,NEG,0.9181472063064575
251,"That revelation comes as the Atlanta-based carrier has canceled 1,100 flights daily — or more — on four straight days from Friday through Monday.",NEG,0.8876804709434509
252,Cook is one of Delta’s many angry customers after his Monday flight got rescheduled to Wednesday.,NEG,0.9733038544654846
253,This is an unprecedented event. Biden is the first president to bow out of a reelection campaign after winning nearly all of the delegates needed to win the Democratic nomination.,POS,0.9600585103034973
254,Includes unlimited access to WSJ's unrivaled journalism.,POS,0.9200962781906128
255,"Other key elements of Biden's budget request include boosted funding for the Federal Student Aid office to facilitate the repayment transition for millions of student-loan borrowers, further investments in climate programs, and efforts to support more affordable housing in the country.",POS,0.6929787993431091
256,"On July 23, the American College of Sports Medicine (ACSM) and the Elevance Health Foundation published the 17th annual ACSM American Fitness Index, ranking how well 100 of America's largest cities support healthy, active lifestyles.",POS,0.7339578866958618
257,The symptoms usually start within two weeks of eating food contaminated with listeria.,NEG,0.9272112250328064
258,"Unlike the majority of his conference, GOP Sen. Lindsey Graham said that he respects President Joe Biden’s decision not to seek reelection, and praised Biden’s “lifelong service” to the US.",POS,0.7227360010147095
259,But France's foreign ministry said the election was not free or democratic and took place in the context of repression in a civil society.,NEG,0.9040488600730896
260,"Harris’ favorite title is “Momala” to stepkids Cole, 29, and Ella, 24. “It’s the name the kids gave me, and I wear it proudly.” She finds the most peace, she adds, with her family.",POS,0.9898333549499512
261,"“It’s the first full day of our campaign, so I’m heading up to Wilmington, DE later to say “hello” to our staff in HQ. One day down. 105 to go. Together, we’re going to win this,” Harris wrote on X.",POS,0.9711166024208069
262,"GREEN BAY, Wis. (WBAY) - If you’re packing a sandwich for lunch, you need to know about this. People are getting sick from deli meats.",NEG,0.9604175686836243
263,"The penultimate demonstration was an impressive display of GPT-4o's linguistic abilities, as it simultaneously translated two languages – English and Italian – out loud. ",POS,0.982004702091217
264,"Seven New Yorkers contracted listeria linked to sliced deli counter meat in a multistate outbreak that killed two and landed more than a dozen people in the hospital, health officials said Friday.",NEG,0.9614899754524231
265,"Presidential budget proposals are typically seen as wish lists in which an administration lays out its policy priorities. Because passage requires support from the deeply divided US legislature, many of the requests are all but assured to fail.",NEG,0.7712336778640747
266,"Allentown Mayor Matt Tuerk, who welcomed Biden to Lehigh Valley International Airport for a visit earlier this year, saluted him on social media.",POS,0.9358054995536804
267,"On Friday, air travel was hit particularly hard by the outage, with passengers facing chaos at airports as over 5,000 flights worldwide were canceled and over 40,000 were delayed, according to FlightAware, a flight tracking data platform.",NEG,0.9655121564865112
268,"Harris has been quickly consolidating support around her presidential candidacy, with seemingly all her major potential rivals for the nomination rallying around her less than 24 hours after Biden announced he will bow out.",POS,0.7747356295585632
269,"""But the people who went to this protest finally, they are not frightened. Even though they could not do something very strong, at least they can show they are against Putin's regime.""",POS,0.7758527994155884
270,"Trump is winning more than one-third of independent voters and has 90% Republican backing, while Kennedy’s strongest bloc of support is among liberals, 14% of whom are supporting him.",POS,0.8547347784042358
271,"The interview drew Biden's attention, prompting him to tell the audience in New Hampshire that cuts were off the table: “The bottom line is he’s still at it. I’m never going to allow that to happen.”",NEG,0.9517577290534973
272,"“There is a lot you can do in terms of entitlements in terms of cutting and in terms of also the theft and the bad management of entitlements,” Trump said on CNBC’s “Squawk Box.”",NEG,0.8458958864212036
273,"“I’m a little nervy [sic], but I can get through that airport in about 10 seconds! I’m not worried about it too much and they may wait. There may be more than me waiting to catch that flight so maybe they’ll wait,” said Moody.",POS,0.6230936050415039
274,"""She represents our Party’s best chance to defeat Donald Trump in November, and I will work my heart out to help her do that.""",POS,0.9813693761825562
275,"For pregnant people, listeria can increase the risk of miscarriages. One of the victims of the current outbreak was pregnant, but did not have a miscarriage, officials said.",NEG,0.8941041827201843
276,"PCMag.com is a leading authority on technology, delivering lab-based, independent reviews of the latest products and services. Our expert industry analysis and practical solutions help you make better buying decisions and get more from technology.",POS,0.955231249332428
277,‘Vacation from hell’: Delta passengers stranded for fourth straight day,NEG,0.9737407565116882
278,"The new voice feature, which ChatGPT users will be able to start using for free in the coming weeks, immediately drew comparisons to Samantha from “Her.” (Sam Altman, OpenAI’s chief executive, who has praised the movie, posted its title on X after Monday’s announcement, making the connection all but official.)",POS,0.6940943598747253
279,"“The energy in the last 6 hours has been reinvigorating and inspiring,” Gorman said.",POS,0.9839487671852112
280,"“Kamala IS brat,” Charli XCX, whose album Brat came out June 7, posted on X just hours after President Biden dropped out of the 2024 presidential race and endorsed Vice President Kamala Harris.",NEG,0.5213249325752258
281,"THANK YOU. WELL FIRST, THANK YOU, BECAUSE YOUR LEADERSHIP ON THIS HAS BEEN INSTRUMENTAL. ONE OF THE THINGS HAVE TO SAY IS YOUR RECOGNITION OF THE THREAT, THE...",POS,0.9458560347557068
282,A dramatic volcanic eruption in Iceland forced evacuations.,NEG,0.9039673209190369
283,"An upgraded version of the original best AI image generator that combines accuracy, speed, and cost-effectiveness. It allows users to generate high-quality images quickly and easily, making it an ideal tool for artists, designers, and anyone looking to create unique and original content.",POS,0.9816267490386963
284,"A new report from a U.N. commission of inquiry on Ukraine, published Friday, said it had found further evidence of systemic torture of Ukrainian prisoners of war by Russian forces.",NEG,0.7806962132453918
285,"Israeli forces seized the main border crossing between Egypt and southern Gaza earlier today, in what Israel and the US say is a limited offensive rather than a full-out offensive on the city.",NEG,0.7023544907569885
286,"OpenAI's popular ChatGPT was launched in Nov. 2022, and quickly amassed over 100 million users. ((Photo by Harun Ozalp/Anadolu Agency via Getty Images) / Getty Images)",POS,0.8322733640670776
287,"Lexington, Kentucky, and Miami had the most significant jumps in ranking. The former gained 31 places since last year to claim the 49th spot, and the latter occupied the 13th position this year, an improvement of 26 places over 2023. ",POS,0.7727416157722473
288,"Restless nights, hurried days, intense pressure: Welcome to Kamala Harris’ world, in which the triple landmark of being the first woman, first Black person and first person of South Asian descent to serve as vice president carries an unprecedented combination of scrutiny and expectation.",POS,0.5220198035240173
289,"This is after a glitch in software used around the world grounded five airlines late last week. But as you can see, Delta’s passengers are dealing with the brunt of it.",NEG,0.8750641942024231
290,"Describing the new model, OpenAI CTO Mira Murati said that it was the first time that OpenAI was making a huge step forward when it came to ease of use.",POS,0.9479862451553345
291,"“All airline passengers have the right to be treated fairly, and I will make sure that right is upheld,” Buttigieg said.",POS,0.7999331951141357
292,The United States Postal Service is encouraging Americans to clean up and fix their mailboxes as part of an annual campaign.,POS,0.7507041692733765
293,"Shapiro praised Harris to anyone who asked, and he told reporters afterward that her background as a prosecutor would be invaluable during the race, considering Trump’s 34 criminal convictions for illegally influencing the 2016 election through a hush money payment to a porn actor.",POS,0.5702696442604065
294,"The fatalities were recorded in Illinois and New Jersey, the agency said. In all, 28 people across 12 states have been hospitalized with an infection of the bacteria Listeria monocytogenes since May, the C.D.C. said on Friday.",NEG,0.8367052674293518
295,"""This new funding request will help us build on our accomplishments and also modernize our agency and operations as we plan for the future,"" he said, singling out efforts to strengthen the agency's public health capacity, advance its IT capabilities and improve its infrastructure across the board.",POS,0.8692104816436768
296,"Listeria is a type of bacteria that can cause illness known as listeriosis. The CDC defines listeriosis as ""a serious infection usually caused by eating food contaminated with the bacterium Listeria monocytogenes.""",NEG,0.8965937495231628
297,Back-to-school technology is on sale and hugely discounted at Walmart right now.,POS,0.9488045573234558
298,"Beshear, who has moderate bonafides, also comes from Kentucky political royalty. His father, Steve Beshear, also beat the odds as a Democrat in the overwhelmingly red state when he won the governorship in 2007 and 2011.",POS,0.8304838538169861
299,"The Biden administration has repeatedly attacked congressional Republicans for supporting the 2017 Tax Cuts and Jobs Act under President Donald Trump, which it faulted for including “giveaways” to “wealthy and corporate tax cheats.”",NEG,0.6691842675209045
300,Third-party cookies aren’t going anywhere anytime soon.,NEG,0.9407421350479126
301,"PRESIDENT BIDEN, SPEAKER JOHNSON ALL OF MY COLLEAGUES CONGRESS, HONORABLE AMBASSADORS, ALL THOSE SURVIVORS WAS LAPSED WE HONOR AND THOSE ASSEMBLED FOR THIS...",POS,0.9845006465911865
302,"Jean-Pierre said Biden would speak to the ""horrors"" of the Hamas attack, and how antisemitism is on the rise globally and at home.",NEG,0.6695309281349182
303,"Elsewhere in Central Asia, where many thousands of Russian citizenship-holders cast their ballot in the presidential elections over the weekend, he performed far more strongly.",POS,0.9145477414131165
304,"In those days, her team was stretching the rhetoric. But this year, the GOP nominee has been found guilty in a New York hush money trial, liable for battery in a civil case, and faces two other criminal cases related to subverting the 2020 election.",NEG,0.7779837250709534
305,"Russia's economy appears resilient, but companies are going bankrupt by the hundreds",NEG,0.9312407970428467
306,About 200 passengers destined for Cardiff have been trapped in Spain for days after cancellations.,NEG,0.9450334906578064
307,"Like Shapiro, Beshear is also not known on the national stage. And he does not come from a swing state.",NEG,0.7382771372795105
308,Among the most controversial elements of Biden's budget is its response to oft-stated GOP claims that Biden is not doing enough to protect the southern U.S. border.,NEG,0.6232214570045471
309,NASA is celebrating the 25th anniversary of its Chandra X-ray Observatory launch by sharing never-before-seen photos of the largest known spiral galaxy in the universe. ,POS,0.9256746172904968
310,"The full multimodal features with the ability to talk naturally using speech-to-speech are still being rolled out slowly, but even the chat version — conversing in text and pictures — is faster and more responsive than its predecessors.",POS,0.9473180174827576
311,"What is clear, however, is that four years (!!) of feedback from the industry and regulators has done its job to reshape Google’s product road map.",POS,0.5881991982460022
312,"That same night, violence broke out at the University of California, Los Angeles encampment when a group of pro-Israel activists attacked its perimeter.",NEG,0.9582593441009521
313,"""The Congressional Budget Office had previously estimated requiring nondisabled, non-elderly childless adults to work in order to receive Medicaid benefits would slash the program's spending by $135 billion over 10 years—largely because more than 2 million people would lose coverage annually for failing to meet the work requirement.""",NEG,0.9490909576416016
314,"“It’s hugely significant that they’ve made this model available for free to everyone, as well as making the API 50% cheaper. That is a massive increase in accessibility,” explained Whittemore.",POS,0.966533362865448
315,"Additionally, almost half (45%) of individuals nationally said they had poor mental health in the previous month.",NEG,0.7825754880905151
316,"""Arlington ranked first in community/environmental indicators. And, although it ranked fourth in personal health indicators, Arlington had the highest rate of residents exercising in the previous month (87.8%), had the most getting seven or more hours of sleep a night (76.4%), and the lowest percentage smoking (3.4%),"" the report stated.",POS,0.6403257250785828
317,"The interview drew Biden's attention, prompting him to tell the audience in New Hampshire that cuts were off the table: “The bottom line is he’s still at it. I’m never going to allow that to happen.”",NEG,0.9517577290534973
318,The company also said it is cooperating with the DOT investigation.,POS,0.6539708375930786
319,Former Vice President Mike Pence on Monday praised President Joe Biden for making the “right decision” and “putting the interests” of the nation “ahead of his own.”,POS,0.9179489612579346
320,"Windows-controlled medical devices, medical records, pharmacy orders and more were affected, he noted, adding that more and more hospitals had installed CrowdStrike in the past few years because of the devastation wreaked by ransomware gangs.",NEG,0.9453498125076294
321,"AI-generated and deepfake images now live side-by-side with real images, and advancements in artificial intelligence are making them look ever more realistic. That’s why a group of companies are adding “content credentials” to AI-generated imagery — information about how, when and where they were created.",POS,0.907967209815979
322,"“We want this dark time to end. We want a clear, normal future,” the protest campaign’s website reads. “But we, citizens of our country, with our pain and our hope, are not noticeable either to the authorities or to each other.",NEG,0.602543294429779
323,"With new real-time conversational speech functionality, you can interrupt the model, you don't have to wait for a response and the model picks up on your emotions, said Mark Chen, head of frontiers research at OpenAI.",POS,0.7640703916549683
324,"""Joe Biden will go down as the Worst President in the history of the United States. KAMALA, OUR HORRIBLE & INCOMPETENT BORDER CZAR, WILL BE WORSE!"" Trump said.",NEG,0.9832192063331604
325,This genius ‘vampire drone’ is designed to fly forever,POS,0.7106809616088867
326,"Unfortunately, the tool didn't fare as well with images that underwent more extensive changes. In its blog post, OpenAI didn't reveal the success rate in these instances, other than to simply say that ""other modifications, however, can reduce performance.""",NEG,0.9461098313331604
327,Also: This new AI tool from Adobe makes generating the images you need even simpler,POS,0.9436647891998291
328,Trump Calls Racist ‘Unite The Right’ Rally—Where Young Woman Died—A ‘Peanut’ Compared To Pro-Palestinian Protests (Forbes),NEG,0.9378230571746826
329,"“Now is the time,” the Clintons added, “to support Kamala Harris and fight with everything we’ve got to elect her. America’s future depends on it.”",POS,0.6329571008682251
330,"“In one term, he has already surpassed the legacy of most presidents who served two terms in office,” Harris said on the White House South Lawn at an event celebrating NCAA athletes who won championships for the 2023 to 2024 season.",POS,0.9486280679702759
331,"President Joe Biden on Monday released a budget proposal aimed at getting voters' attention: It would offer tax breaks for families, lower health care costs, smaller deficits and higher taxes on the wealthy and corporations.",POS,0.715202808380127
332,"Signs and symptoms of listeria infection can vary. For intestinal illness, which usually starts within 24 hours after eating contaminated food and lasts around 1 to 3 days, symptoms include diarrhea and vomiting.",NEG,0.8175345063209534
333,"GPT-4o is closer than ever to that science fiction scenario. Previous versions of the AI have been able to talk to the user, but only through a laborious process of transcribing speech to text, running it through the normal ChatGPT system, then generating human-sounding speech in reply.",POS,0.587270975112915
334,"Flights at Hartsfield-Jackson Atlanta International Airport and around the globe were canceled or delayed on Friday, July 19, due to a major technology outage affecting Microsoft systems.",NEG,0.9556994438171387
335,Capito joined party leadership last year and has been in the mix on several bipartisan deals in recent years as she's ascended in seniority. She's the top Republican on the Senate Environment and Public Works Committee and the first West Virginia Republican to serve in the Senate since the 1950s.,POS,0.6105105876922607
336,"Overall, the true number of sick people is likely higher than the number reported because some people recover without medical care and are not tested for listeria.",NEG,0.8809322714805603
337,"The outage began Thursday night into Friday morning, after a faulty software upgrade from cybersecurity company CrowdStrike to more than 8 million Microsoft computers around the world.",NEG,0.949190080165863
338,"The “overwhelming majority” of state Democratic party chairs have announced their support for Vice President Kamala Harris as their nominee for president, the Association of State Democratic Committees (ASDC) said in a statement Sunday.",POS,0.7182084918022156
339,"Learn more about Consensus 2024, CoinDesk's longest-running and most influential event that brings together all sides of crypto, blockchain and Web3. Head to consensus.coindesk.com to register and buy your pass now.",POS,0.8793691992759705
340,"Google's cookie policy crumbles: The company reverses course on third-party tracking, putting privacy choices in users' hands.",NEG,0.6980554461479187
341,"The company provided live demonstrations of GPT-40's capabilities, including a new voice assistant and vision abilities.",POS,0.6795145869255066
342,OpenAI has unveiled its latest version of ChatGPT - called GPT-4o. It is faster than earlier models of the chatbot and has been programmed to sound conversational in its responses to prompts.,POS,0.8844085335731506
343,"“Our fight for the future is also a fight for freedoms,” she said. “The baton is in our hands.”",POS,0.7138763070106506
344,The CDC is investigating an outbreak of Listeria that has required dozens of hospitalizations and caused two known deaths. Here’s the latest.,NEG,0.9433868527412415
345,"Meanwhile, supporters of Navalny streamed to his grave in Moscow, some bringing ballots with his name written on them.",NEG,0.7830094695091248
346,Many of Shapiro’s key achievements came while he was Pennsylvania’s attorney general.,POS,0.8584969639778137
347,The leader in energy and environment news.,POS,0.6812439560890198
348,Harris’ campaign for the Democratic presidential nomination has been bolstered by an unexpected group of supporters: Charli XCX fans.,POS,0.6110473871231079
349,"Student protests have spread to Europe. On Tuesday, Dutch police arrested around 125 pro-Palestinian activists at the University of Amsterdam. Police broke up a similar protest at Berlin’s Free University on the same day.",NEG,0.9230432510375977
350,Read more: What can we expect from six more years of Vladimir Putin? An increasingly weak and dysfunctional Russia,NEG,0.9721158146858215
351,"“The racist actions in the video were those of an individual and are antithetical to the values of Phi Delta Theta,"" the fraternity wrote this weekend.",NEG,0.9525799751281738
352,"Manchin also made clear on CNN that he’s not interested in being the Democratic vice-presidential nominee, arguing: “It’s time for a new generation.”",NEG,0.9290116429328918
353,"“Today will be a better day than yesterday and hopefully Tuesday and Wednesday will be that much better again,” he said.",POS,0.9908125996589661
354,"""I think today would’ve been a pretty quick turnaround for anybody to come out and say that they were interested in the vice presidency,"" said Dr. Kristen Coopie, the director of pre-law at Duquesne University.",POS,0.552673876285553
355,"If OpenAI successfully launches this new search product, it could signify a significant shift in how internet searches are conducted—moving away from traditional search models towards more integrated, AI-driven responses that significantly enhance user experience.",POS,0.9472081661224365
356,"It is not immediately clear whether the murdered man is Israeli, as some Egyptian outlets claim.",NEG,0.5275192260742188
357,"""This protest is beautiful and we all here in the West, we can see people against Putin, but it doesn't change Putin's regime.""",POS,0.847097635269165
358,"""Donald Trump and Republicans highlighted the failures of Democrats like Joe Biden and Susan Wild ... at the RNC Convention, and whoever Democrats install as their nominee will continue to have to run away from that failed record that is hurting everyday Americans.""",NEG,0.9751824140548706
359,"It’s notable the search and advertising giant is not pulling the plug on Privacy Sandbox itself, though. On the contrary, Google’s blog post says it will keep working on the tech stack — Chavez asserted it “remains important for developers to have privacy-preserving alternatives.”",POS,0.6287902593612671
360,"Hamas spokesperson Abu Obaida claimed on Telegram that Israeli-US-Canadian citizen Judy Weinstein, 70, and another unnamed hostage held in Gaza succumbed to their wounds as a result of Israeli bombardment. ",NEG,0.8299564719200134
361,Related: MIT gives AI the power to 'reason like humans' by creating hybrid architecture,POS,0.6823680400848389
362,"If you share our vision, please consider supporting our work by becoming a Vox Member. Your support ensures Vox a stable, independent source of funding to underpin our journalism. If you are not ready to become a Member, even small contributions are meaningful in supporting a sustainable model for journalism.",POS,0.9357349872589111
363,We've just been seeing the first photos of crowds celebrating in Moscow's Red Square as the event gets under way.,POS,0.839082658290863
364,"""We went online and tried to find a flight to Tampa … nothing’s available,"" he said.",NEG,0.658215343952179
